Planet_Name,SNR_Emission_15_micron,SNR_Emission_5_micron,SNR_Transmission_K_mag,Rp,Mp,Tday,Teq,log10g_p,Period,Transit_Duration,K_mag,Distance,Teff,log10g_s,Transit_Flag,Catalog_Name
K2-54 b,0.0,0.0,0.017,0.1,0.00505,518.0,436.0,3.072,9.7843,2.76,11.1,174.96,3798.0,4.89,True,nexsci
K2-55 b,0.002,0.012,0.062,0.34,0.044,1086.0,913.0,2.972,2.8493,2.006,10.5,159.52,4456.0,4.67,True,nexsci
K2-57 b,0.0,0.001,0.012,0.19,0.0159,733.0,616.0,3.052,9.0063,2.29,11.6,264.21,4434.0,4.68,True,nexsci
K2-58 b,0.0,0.003,0.023,0.24,0.0241,1094.0,920.0,3.019,7.0525,1.899,10.2,181.75,5413.0,4.52,True,nexsci
K2-58 c,0.002,0.002,0.018,0.14,0.0102,1539.0,1294.0,3.08,2.5373,1.996,10.2,181.75,5413.0,4.52,True,nexsci
K2-58 d,0.0,0.0,0.011,0.15,0.0112,739.0,621.0,3.074,22.8827,3.12,10.2,181.75,5413.0,4.52,True,nexsci
K2-59 b,0.0,0.0,0.01,0.21,0.0201,673.0,566.0,3.033,20.6921,2.76,11.8,311.31,5055.0,4.59,True,nexsci
K2-59 c,0.0,0.001,0.009,0.2,0.0186,823.0,692.0,3.04,11.2954,1.8,11.8,311.31,5055.0,4.59,True,nexsci
K2-5 b,0.0,0.001,0.016,0.17,0.0136,738.0,620.0,3.067,5.7359,3.288,11.6,202.94,3930.0,4.71,True,nexsci
K2-5 c,0.0,0.0,0.015,0.2,0.018,595.0,500.0,3.039,10.9324,2.736,11.6,202.94,3930.0,4.71,True,nexsci
K2-60 b,0.022,0.029,0.023,0.68,0.426,1573.0,1323.0,3.355,3.0027,3.124,11.0,491.87,5500.0,4.07,True,nexsci
K2-61 b,0.004,0.002,0.011,0.22,0.0211,2126.0,1787.0,3.03,2.573,2.33,11.4,405.73,6293.0,4.25,True,nexsci
K2-62 b,0.0,0.002,0.024,0.19,0.0164,948.0,797.0,3.047,6.672,1.56,9.7,112.47,4880.0,4.6,True,nexsci
K2-62 c,0.0,0.001,0.016,0.19,0.0164,706.0,593.0,3.047,16.1966,1.29,9.7,112.47,4880.0,4.6,True,nexsci
K2-63 b,0.0,0.001,0.009,0.29,0.0329,1229.0,1033.0,2.996,20.257,5.256,11.3,517.53,6771.0,4.15,True,nexsci
K2-64 b,0.0,0.001,0.011,0.18,0.0155,1046.0,880.0,3.05,6.5304,3.06,12.2,499.89,5312.0,4.58,True,nexsci
K2-65 b,0.0,0.001,0.028,0.14,0.00982,860.0,724.0,3.088,12.6475,2.928,8.3,72.2,5213.0,4.53,True,nexsci
CoRoT-30 b,,,,1.01,2.9,1064.0,895.0,3.849,9.0601,,13.6,1032.23,5650.0,4.4,True,nexsci
K2-66 b,0.003,0.002,0.004,0.22,0.06702,1784.0,1500.0,3.528,5.0696,4.4,10.6,513.88,5887.0,4.03,True,nexsci
K2-68 b,0.0,0.001,0.015,0.14,0.00982,843.0,709.0,3.088,8.0543,2.72,10.5,168.65,4746.0,4.63,True,nexsci
K2-69 b,0.0,0.001,0.017,0.21,0.0189,681.0,573.0,3.039,7.066,1.62,11.8,180.7,4127.0,4.79,True,nexsci
K2-6 b,0.0,0.001,0.013,0.22,0.0214,754.0,634.0,3.028,30.9419,5.28,11.1,316.82,5850.0,4.4,True,nexsci
K2-70 b,0.0,0.002,0.019,0.26,0.0274,932.0,784.0,3.009,13.979,3.444,10.9,232.96,5622.0,4.48,True,nexsci
K2-71 b,0.0,0.001,0.017,0.19,0.0166,637.0,536.0,3.048,6.9854,1.41,11.7,153.19,4006.0,4.85,True,nexsci
K2-72 b,0.0,0.0,0.021,0.1,0.00403,554.0,465.0,3.035,5.5772,1.67,11.0,66.43,3360.0,5.05,True,nexsci
K2-72 c,0.0,0.0,0.016,0.1,0.00521,396.0,333.0,3.085,15.189,2.15,11.0,66.43,3360.0,5.05,True,nexsci
K2-72 d,0.0,0.0,0.018,0.09,0.00317,495.0,416.0,2.987,7.7602,1.45,11.0,66.43,3360.0,5.05,True,nexsci
K2-72 e,0.0,0.0,0.015,0.12,0.00696,340.0,286.0,3.115,24.1589,2.25,11.0,66.43,3360.0,5.05,True,nexsci
K2-73 b,0.001,0.003,0.021,0.22,0.0207,1267.0,1065.0,3.029,7.4954,3.5904,10.3,269.18,5922.0,4.41,True,nexsci
K2-74 b,0.0,0.001,0.014,0.21,0.0187,919.0,773.0,3.038,19.5666,5.12,11.1,377.82,6060.0,4.44,True,nexsci
K2-75 b,0.001,0.002,0.01,0.24,0.0239,1509.0,1269.0,3.019,7.8142,5.184,11.2,561.93,5995.0,4.12,True,nexsci
K2-75 c,0.0,0.001,0.009,0.25,0.0255,1136.0,955.0,3.015,18.311,6.72,11.2,561.93,5995.0,4.12,True,nexsci
K2-77 b,0.0,0.002,0.0,0.2,1.9,901.0,758.0,5.049,8.1998,2.5632,9.8,141.73,4970.0,4.47,True,nexsci
K2-79 b,0.001,0.005,0.031,0.33,0.0415,1224.0,1029.0,2.978,10.9957,4.4856,9.9,256.01,5926.0,4.25,True,nexsci
K2-7 b,0.0,0.001,0.014,0.24,0.0239,761.0,640.0,3.019,28.6799,7.872,11.6,738.55,5772.0,3.82,True,nexsci
K2-80 b,0.0,0.001,0.016,0.18,0.0148,792.0,666.0,3.059,19.0918,4.46,10.3,200.8,5441.0,4.52,True,nexsci
K2-80 c,0.0,0.001,0.013,0.13,0.00869,1192.0,1002.0,3.099,5.605,2.68,10.3,200.8,5441.0,4.52,True,nexsci
K2-80 d,,,,0.23,0.0222,,,3.025,28.8673,4.224,10.3,200.8,5377.0,4.65,True,nexsci
K2-81 b,0.0,0.001,0.015,0.18,0.0143,876.0,737.0,3.059,6.1023,2.15,11.3,252.32,4674.0,4.67,True,nexsci
K2-83 b,0.0,0.001,0.02,0.11,0.00654,837.0,704.0,3.119,2.747,1.6608,10.8,125.53,3910.0,4.86,True,nexsci
K2-83 c,0.0,0.0,0.021,0.13,0.00882,544.0,458.0,3.099,9.9977,2.77,10.8,125.53,3910.0,4.86,True,nexsci
K2-84 b,0.0,0.002,0.016,0.21,0.0201,1212.0,1019.0,3.033,6.4215,2.8824,11.1,284.88,5652.0,4.48,True,nexsci
K2-84 c,0.0,0.0,0.01,0.18,0.015,743.0,625.0,3.055,27.86,4.608,11.1,284.88,5652.0,4.48,True,nexsci
K2-85 b,0.006,0.004,0.021,0.11,0.00588,1836.0,1544.0,3.105,0.6846,0.8184,9.5,97.22,4427.0,4.3,True,nexsci
K2-86 b,0.0,0.001,0.016,0.17,0.0142,988.0,830.0,3.06,8.7768,2.75,10.9,258.7,5482.0,4.58,True,nexsci
K2-87 b,0.003,0.011,0.039,0.68,0.141,1272.0,1069.0,2.881,9.7266,4.56,11.2,491.24,5747.0,4.21,True,nexsci
K2-88 b,0.0,0.0,0.022,0.11,0.00642,557.0,468.0,3.119,4.6122,1.039,11.2,110.56,3537.0,5.02,True,nexsci
K2-89 b,0.0,0.001,0.061,0.06,0.00053,990.0,833.0,2.638,1.096,0.895,10.1,86.04,3691.0,4.96,True,nexsci
K2-8 b,0.0,0.001,0.015,0.32,0.0394,821.0,690.0,2.982,10.3524,2.448,12.2,403.51,4870.0,4.52,True,nexsci
K2-8 c,0.0,0.001,0.01,0.21,0.0201,1042.0,876.0,3.033,5.0642,1.6824,12.2,403.51,4870.0,4.52,True,nexsci
K2-90 b,0.0,0.001,0.03,0.23,0.0229,653.0,549.0,3.023,13.7333,2.952,10.4,134.19,4484.0,4.65,True,nexsci
K2-90 c,0.0,0.001,0.013,0.12,0.00705,1076.0,905.0,3.113,2.9007,1.3032,10.4,134.19,4422.0,4.79,True,nexsci
K2-91 b,0.0,0.002,0.04,0.1,0.0043,858.0,722.0,3.045,1.4195,0.945,10.6,62.58,3622.0,5.0,True,nexsci
K2-95 b,0.0,0.001,0.032,0.29,0.0345,564.0,475.0,2.992,10.1346,2.856,12.5,179.85,3566.0,4.85,True,nexsci
K2-97 b,0.027,0.014,0.009,0.95,0.48,1950.0,1640.0,3.123,8.4067,6.072,10.0,878.43,4717.0,3.22,True,nexsci
K2-98 b,0.003,0.006,0.019,0.46,0.10131,1421.0,1195.0,3.067,10.1364,5.03,10.9,518.63,6172.0,4.13,True,nexsci
K2-99 b,0.015,0.03,0.021,1.05,0.97,1447.0,1217.0,3.342,18.252,11.496,9.7,519.23,6217.0,3.81,True,nexsci
kap And b,,,,1.1,13.616,128.0,108.0,4.445,,,4.6,50.02,10900.0,3.78,False,nexsci
K2-9 b,0.0,0.0,0.029,0.2,0.0179,359.0,302.0,3.041,18.4498,2.4144,11.5,82.96,3390.0,4.82,True,nexsci
kap CrB b,,,,1.19,2.0,378.0,318.0,3.544,1285.0,,2.4,30.07,4871.0,3.26,False,nexsci
Kapteyn c,,,,0.23,0.022,197.0,165.0,3.025,121.54,,5.0,3.93,3550.0,4.92,False,nexsci
KELT-10 b,0.202,0.239,0.263,1.4,0.679,1637.0,1377.0,2.934,4.1663,3.744,9.3,188.4,5948.0,4.32,True,nexsci
KELT-11 b,0.88,0.473,1.423,1.35,0.171,2026.0,1703.0,2.367,4.7361,7.1084,6.1,99.16,5375.0,3.7,True,nexsci
KELT-12 b,0.375,0.195,0.162,1.78,0.95,2140.0,1800.0,2.871,5.0316,5.7624,9.4,368.03,6279.0,3.89,True,nexsci
KELT-14 b,0.919,0.357,0.178,1.74,1.284,2333.0,1962.0,3.02,1.7101,2.1881,9.4,250.12,5720.0,4.17,True,nexsci
KELT-15 b,0.467,0.236,0.131,1.74,1.31,2138.0,1798.0,3.03,3.3294,4.1256,9.9,324.68,6003.0,4.17,True,nexsci
KELT-16 b,0.901,0.232,0.042,1.42,2.75,2917.0,2453.0,3.532,0.969,2.4888,10.6,444.59,6236.0,4.25,True,nexsci
KELT-17 b,0.839,0.336,0.191,1.52,1.31,2485.0,2090.0,3.145,3.0802,3.4752,8.6,226.5,7454.0,4.22,True,nexsci
KELT-18 b,0.717,0.27,0.153,1.57,1.18,2478.0,2084.0,3.074,2.8718,4.644,9.2,321.38,6670.0,4.06,True,nexsci
KELT-19 A b,0.68,0.326,0.079,1.91,4.07,2305.0,1938.0,3.442,4.6117,4.3944,9.2,300.28,7500.0,4.13,True,nexsci
KELT-1 b,0.772,0.211,0.003,1.11,27.23,2876.0,2418.0,4.739,1.2175,2.7646,9.4,268.43,6518.0,4.25,True,nexsci
KELT-20 b,2.236,0.819,0.235,1.74,3.382,2691.0,2263.0,3.442,3.4741,3.5755,7.4,136.43,8720.0,4.29,True,nexsci
KELT-21 b,0.462,0.195,0.04,1.59,3.91,2441.0,2053.0,3.586,3.6128,4.1054,10.1,470.88,7598.0,4.17,True,nexsci
KELT-2 A b,0.785,0.405,0.143,1.35,1.7,2150.0,1808.0,3.364,4.1138,5.172,7.3,134.06,6327.0,4.5,True,nexsci
KELT-3 b,0.809,0.342,0.115,1.56,1.94,2321.0,1952.0,3.296,2.7034,3.1512,8.7,210.25,6304.0,4.2,True,nexsci
KELT-4 A b,0.857,0.428,0.348,1.7,0.902,2167.0,1822.0,2.889,2.9896,3.4627,8.7,218.05,6206.0,4.11,True,nexsci
KELT-6 c,,,,1.16,3.71,288.0,242.0,3.835,1276.0,,9.1,240.73,6272.0,4.12,False,nexsci
KELT-6 b,0.109,0.133,0.184,1.3,0.52,1633.0,1374.0,2.882,7.8457,5.52,9.1,240.73,6102.0,4.07,True,nexsci
KELT-7 b,1.528,0.577,0.288,1.6,1.39,2485.0,2090.0,3.129,2.7348,3.5112,7.5,136.68,6768.0,4.5,True,nexsci
K2-32 e,0.0,0.001,0.013,0.11,0.00661,1266.0,1065.0,3.148,4.3493,2.671,9.8,157.68,5271.0,4.49,True,nexsci
KELT-8 b,0.428,0.311,0.341,1.62,0.66,1869.0,1572.0,2.795,3.2441,3.4656,9.2,197.57,5754.0,4.08,True,nexsci
KELT-9 b,5.022,0.849,0.284,1.89,2.88,4815.0,4049.0,3.3,1.4811,3.9158,7.5,204.46,10170.0,4.09,True,nexsci
Kepler-1000 b,0.0,0.0,0.009,0.42,0.0639,622.0,523.0,2.943,120.0181,11.604,12.1,1115.62,6453.0,4.23,True,nexsci
Kepler-1001 b,0.0,0.001,0.007,0.28,0.0317,879.0,739.0,2.998,14.3051,4.449,13.7,928.98,5491.0,4.52,True,nexsci
Kepler-1002 b,0.002,0.001,0.009,0.15,0.0112,1859.0,1563.0,3.074,4.3364,4.1031,10.4,408.3,6144.0,4.13,True,nexsci
Kepler-1003 b,0.001,0.001,0.004,0.16,0.012,1798.0,1512.0,3.071,3.5549,2.1004,12.6,941.9,6109.0,4.35,True,nexsci
Kepler-1004 b,0.013,0.006,0.012,0.56,0.102,2027.0,1704.0,2.906,5.2879,8.528,11.1,1152.68,4972.0,3.43,True,nexsci
Kepler-1005 b,0.0,0.0,0.005,0.13,0.00899,1320.0,1110.0,3.094,6.498,2.4384,11.7,567.81,5782.0,4.38,True,nexsci
Kepler-1006 b,0.0,0.0,0.005,0.14,0.0094,687.0,578.0,3.094,19.7617,3.5906,12.5,1081.74,5328.0,4.59,True,nexsci
Kepler-1007 b,0.0,0.0,0.006,0.13,0.00839,1005.0,845.0,3.104,5.185,2.1771,12.2,365.0,4587.0,4.62,True,nexsci
Kepler-1008 b,0.0,0.0,0.006,0.11,0.00687,832.0,700.0,3.117,12.4393,3.121,11.4,282.56,5066.0,4.56,True,nexsci
Kepler-1009 b,0.0,0.0,0.009,0.19,0.0168,618.0,520.0,3.044,11.3501,2.2792,12.3,355.02,4027.0,4.7,True,nexsci
Kepler-100 b,0.001,0.001,0.003,0.12,0.023,1520.0,1278.0,3.612,6.8871,4.4276,9.8,304.64,5825.0,4.12,True,nexsci
Kepler-100 c,0.0,0.002,0.012,0.2,0.02218,1235.0,1039.0,3.156,12.8159,6.3728,9.8,304.64,5825.0,4.12,True,nexsci
Kepler-100 d,0.0,0.0,0.008,0.14,0.00944,881.0,741.0,3.052,35.3331,5.966,9.8,304.64,5825.0,4.12,True,nexsci
Kepler-1010 b,0.0,0.0,0.006,0.21,0.0189,621.0,522.0,3.039,34.2686,4.8251,12.8,579.27,5253.0,4.55,True,nexsci
Kepler-1011 b,0.0,0.001,0.006,0.26,0.0271,1158.0,974.0,3.011,5.7532,1.7948,13.4,736.78,5416.0,4.52,True,nexsci
Kepler-1012 b,0.0,0.001,0.006,0.12,0.00696,1257.0,1057.0,3.115,5.5086,2.9468,11.7,411.08,5556.0,4.5,True,nexsci
Kepler-1013 b,0.0,0.0,0.007,0.19,0.0166,669.0,563.0,3.048,18.9305,3.344,12.3,422.25,4954.0,4.59,True,nexsci
Kepler-1014 b,0.0,0.0,0.006,0.21,0.0198,814.0,685.0,3.034,16.5711,2.9052,12.9,624.8,5388.0,4.54,True,nexsci
Kepler-101 b,0.011,0.008,0.011,0.51,0.16,1864.0,1568.0,3.183,3.4877,3.8366,12.0,927.98,5667.0,4.12,True,nexsci
Kepler-1015 b,0.001,0.001,0.009,0.32,0.0388,1398.0,1175.0,2.981,16.0049,6.4648,11.7,739.36,6769.0,4.09,True,nexsci
Kepler-1016 b,0.001,0.001,0.005,0.19,0.017,1905.0,1602.0,3.049,1.9545,2.096,13.7,1402.82,5821.0,4.44,True,nexsci
Kepler-1016 c,0.0,0.0,0.005,0.33,0.0413,504.0,424.0,2.978,105.6551,9.243,13.7,1402.82,5821.0,4.44,True,nexsci
Kepler-101 c,0.0,0.0,0.002,0.11,0.01,1552.0,1305.0,3.296,6.0298,3.961,12.0,927.98,5667.0,4.12,True,nexsci
Kepler-1017 b,0.0,0.001,0.006,0.18,0.0145,1105.0,929.0,3.055,7.234,2.1648,12.4,552.06,5473.0,4.53,True,nexsci
Kepler-1018 b,0.0,0.0,0.005,0.23,0.0226,590.0,496.0,3.025,49.1014,6.323,13.4,1010.01,5518.0,4.52,True,nexsci
Kepler-1019 b,0.001,0.002,0.013,0.13,0.00859,1400.0,1177.0,3.1,1.4112,1.3912,11.0,194.18,4433.0,4.64,True,nexsci
Kepler-1020 b,0.0,0.0,0.006,0.2,0.0183,431.0,362.0,3.042,96.9151,6.065,12.2,415.36,5227.0,4.57,True,nexsci
Kepler-1021 b,0.0,0.0,0.004,0.21,0.019,898.0,755.0,3.037,13.4747,2.6174,13.3,810.08,5431.0,4.53,True,nexsci
Kepler-1022 b,0.0,0.0,0.006,0.21,0.0194,741.0,623.0,3.033,10.9947,1.6434,12.8,420.04,4445.0,4.64,True,nexsci
Kepler-1023 b,0.0,0.0,0.005,0.23,0.0233,542.0,456.0,3.019,62.1388,4.1578,12.8,694.17,5494.0,4.51,True,nexsci
Kepler-1024 b,0.0,0.0,0.007,0.35,0.0457,473.0,398.0,2.968,66.4162,7.061,14.1,1087.4,5143.0,4.57,True,nexsci
Kepler-1025 b,0.0,0.0,0.004,0.18,0.0144,642.0,540.0,3.057,37.3229,7.0207,12.2,803.78,6089.0,4.37,True,nexsci
Kepler-1026 b,0.0,0.0,0.007,0.2,0.0174,553.0,465.0,3.046,36.5156,3.588,12.1,351.24,4948.0,4.59,True,nexsci
Kepler-1027 b,0.001,0.001,0.011,0.08,0.00201,1643.0,1382.0,2.902,1.9078,1.8531,11.1,405.1,5436.0,4.57,True,nexsci
Kepler-1028 b,0.0,0.0,0.004,0.12,0.00733,1570.0,1320.0,3.108,2.5146,1.6239,12.6,607.92,5522.0,4.52,True,nexsci
Kepler-1029 b,0.0,0.0,0.005,0.11,0.00669,1168.0,982.0,3.121,4.4177,1.9161,12.2,366.66,5030.0,4.58,True,nexsci
Kepler-102 b,0.0,0.0,0.0,0.04,0.01353,1029.0,866.0,4.279,5.287,2.591,9.4,107.8,4903.0,4.61,True,nexsci
Kepler-102 c,0.0,0.0,0.001,0.05,0.00944,934.0,786.0,3.937,7.0714,2.7506,9.4,107.8,4903.0,4.61,True,nexsci
Kepler-102 d,0.0,0.001,0.008,0.1,0.012,824.0,693.0,3.431,10.3117,3.205,9.4,107.8,4903.0,4.61,True,nexsci
Kepler-102 e,0.0,0.001,0.021,0.2,0.028,710.0,597.0,3.248,16.1457,3.7236,9.4,107.8,4903.0,4.61,True,nexsci
Kepler-102 f,0.0,0.0,0.002,0.08,0.01636,595.0,500.0,3.813,27.4536,3.5353,9.4,107.8,4903.0,4.61,True,nexsci
Kepler-1030 b,0.0,0.0,0.005,0.22,0.0211,681.0,573.0,3.03,19.3295,3.7701,13.6,758.7,4983.0,4.59,True,nexsci
Kepler-1031 b,0.001,0.0,0.006,0.08,0.00186,2471.0,2078.0,2.88,1.2262,2.1689,12.4,682.88,6011.0,4.38,True,nexsci
Kepler-1032 b,0.0,0.001,0.005,0.17,0.0131,1182.0,994.0,3.066,3.2901,1.5469,13.3,673.01,4647.0,4.62,True,nexsci
Kepler-1033 b,0.0,0.0,0.004,0.22,0.0215,1106.0,930.0,3.026,7.5605,3.8262,14.3,1455.5,5547.0,4.49,True,nexsci
Kepler-1034 b,0.0,0.0,0.006,0.2,0.018,858.0,722.0,3.039,12.124,3.3091,13.2,654.55,5198.0,4.57,True,nexsci
Kepler-1035 b,0.0,0.0,0.005,0.1,0.00537,1657.0,1393.0,3.09,2.7141,1.2618,11.4,562.12,5763.0,4.45,True,nexsci
Kepler-1036 b,0.0,0.0,0.009,0.27,0.0293,440.0,370.0,3.002,122.8808,7.835,12.1,489.44,5533.0,4.52,True,nexsci
Kepler-1037 b,0.001,0.001,0.005,0.11,0.00687,1837.0,1545.0,3.117,1.0638,1.0764,12.2,446.91,5105.0,4.57,True,nexsci
Kepler-1038 b,0.0,0.0,0.007,0.32,0.0384,385.0,324.0,2.982,148.4603,5.402,12.8,584.14,5335.0,4.55,True,nexsci
Kepler-1039 b,0.002,0.002,0.01,0.13,0.00859,1771.0,1489.0,3.1,0.9349,1.4174,11.8,306.91,4870.0,4.6,True,nexsci
Kepler-103 b,0.0,0.002,0.015,0.3,0.031,1129.0,949.0,2.928,15.9654,4.527,10.9,494.83,5845.0,4.16,True,nexsci
Kepler-103 c,0.0,0.0,0.011,0.46,0.114,504.0,424.0,3.127,179.612,13.491,10.9,494.83,5845.0,4.16,True,nexsci
Kepler-1040 b,0.0,0.0,0.006,0.19,0.0157,395.0,332.0,3.051,201.1214,10.328,11.8,482.12,5694.0,4.47,True,nexsci
Kepler-1041 b,0.0,0.0,0.007,0.26,0.0282,864.0,727.0,3.008,24.7576,6.998,13.0,1485.82,5957.0,4.4,True,nexsci
Kepler-1042 b,0.0,0.0,0.006,0.2,0.0171,852.0,717.0,3.047,10.132,3.1683,13.4,659.0,4815.0,4.61,True,nexsci
Kepler-1043 b,0.0,0.0,0.005,0.23,0.0221,659.0,554.0,3.027,38.5053,5.973,13.2,903.33,5629.0,4.5,True,nexsci
Kepler-1044 b,0.0,0.001,0.004,0.24,0.0239,1328.0,1117.0,3.019,6.7741,2.6215,13.9,1278.96,5985.0,4.38,True,nexsci
Kepler-1045 b,0.0,0.0,0.004,0.24,0.0242,685.0,576.0,3.018,26.4105,2.996,13.8,942.49,5301.0,4.55,True,nexsci
Kepler-1046 b,0.0,0.0,0.005,0.15,0.0112,1012.0,851.0,3.074,14.3751,2.9658,11.7,721.53,5913.0,4.42,True,nexsci
Kepler-1047 b,0.0,0.0,0.005,0.19,0.0158,647.0,544.0,3.054,56.1887,6.5272,11.8,817.65,5754.0,4.37,True,nexsci
Kepler-1047 c,0.0,0.0,0.005,0.09,0.00295,1684.0,1416.0,2.975,3.189,2.722,11.8,817.65,5754.0,4.37,True,nexsci
Kepler-1048 b,0.0,0.001,0.008,0.14,0.0101,919.0,773.0,3.082,6.921,4.3591,12.4,556.01,4651.0,4.62,True,nexsci
Kepler-1049 b,0.0,0.0,0.014,0.09,0.00254,830.0,698.0,2.94,3.2735,1.7732,11.2,162.01,3864.0,4.77,True,nexsci
Kepler-104 b,0.0,0.002,0.006,0.28,0.062,1241.0,1044.0,3.302,11.4275,4.6074,11.2,400.79,5711.0,4.11,True,nexsci
Kepler-104 c,0.0,0.001,0.011,0.28,0.0313,973.0,818.0,2.999,23.6682,5.8297,11.2,400.79,5711.0,4.11,True,nexsci
Kepler-104 d,0.0,0.001,0.012,0.32,0.0394,751.0,631.0,2.982,51.7554,7.3501,11.2,400.79,5711.0,4.11,True,nexsci
Kepler-1050 b,0.0,0.0,0.005,0.14,0.01,1011.0,850.0,3.084,15.3788,4.373,11.7,490.49,6010.0,4.37,True,nexsci
Kepler-1050 c,0.0,0.0,0.004,0.13,0.00879,910.0,765.0,3.097,21.1285,3.789,11.7,490.49,6010.0,4.37,True,nexsci
Kepler-1051 b,0.0,0.001,0.007,0.3,0.0361,1158.0,974.0,2.989,25.962,6.2696,12.0,829.34,6675.0,4.12,True,nexsci
Kepler-1052 b,0.0,0.0,0.005,0.26,0.028,758.0,637.0,3.008,34.8538,5.3577,13.3,943.44,5888.0,4.42,True,nexsci
Kepler-1053 b,0.0,0.001,0.011,0.09,0.00284,1216.0,1022.0,2.968,2.4144,1.2248,10.6,151.13,4529.0,4.63,True,nexsci
Kepler-1054 b,0.001,0.001,0.007,0.23,0.0233,1774.0,1491.0,3.019,4.3066,4.1107,12.7,1090.51,6209.0,4.26,True,nexsci
Kepler-1055 b,0.001,0.001,0.006,0.11,0.00642,1749.0,1471.0,3.119,2.295,1.6459,11.6,389.4,5723.0,4.49,True,nexsci
Kepler-1056 b,0.0,0.0,0.006,0.27,0.0293,954.0,802.0,3.002,27.4956,4.858,12.8,982.51,6127.0,4.33,True,nexsci
Kepler-1057 b,0.0,0.001,0.005,0.3,0.0354,1067.0,898.0,2.989,14.0883,4.1615,13.9,1201.82,5987.0,4.38,True,nexsci
Kepler-1058 b,0.0,0.0,0.009,0.24,0.0247,365.0,307.0,3.016,110.9655,12.831,13.0,492.0,4644.0,4.63,True,nexsci
Kepler-1059 b,0.0,0.001,0.005,0.15,0.0115,1138.0,957.0,3.08,3.7642,2.0596,13.4,713.17,4906.0,4.61,True,nexsci
Kepler-105 b,0.005,0.005,0.068,0.43,0.016,1795.0,1509.0,2.333,5.4122,2.9472,11.5,459.22,6397.0,4.15,True,nexsci
Kepler-105 c,0.0,0.0,0.003,0.12,0.01447,1182.0,994.0,3.418,7.1262,3.0014,11.5,459.22,5827.0,4.43,True,nexsci
Kepler-1060 b,0.0,0.0,0.006,0.21,0.0197,662.0,557.0,3.036,46.8779,10.041,13.0,946.57,5797.0,4.44,True,nexsci
Kepler-1061 b,0.002,0.001,0.008,0.18,0.0144,1837.0,1544.0,3.057,2.758,2.1489,11.9,543.38,6067.0,4.42,True,nexsci
Kepler-1062 b,0.0,0.0,0.006,0.16,0.0118,806.0,678.0,3.074,9.3041,1.8914,12.3,397.45,4597.0,4.62,True,nexsci
Kepler-1063 b,0.0,0.0,0.004,0.13,0.00889,1061.0,893.0,3.095,14.0797,1.3354,10.8,343.23,5945.0,4.37,True,nexsci
Kepler-1064 b,0.0,0.0,0.005,0.14,0.00951,764.0,642.0,3.093,16.5408,2.544,11.8,374.0,5153.0,4.57,True,nexsci
Kepler-1065 b,0.001,0.002,0.008,0.33,0.0422,1461.0,1228.0,2.975,3.6093,1.7448,13.7,1122.48,5635.0,4.49,True,nexsci
Kepler-1065 c,0.0,0.0,0.003,0.14,0.01,1680.0,1413.0,3.084,2.3703,1.845,13.7,1122.48,5635.0,4.49,True,nexsci
Kepler-1066 b,0.004,0.003,0.014,0.21,0.0194,1892.0,1591.0,3.033,1.9316,1.6283,11.4,344.25,5762.0,4.45,True,nexsci
Kepler-1067 b,0.001,0.0,0.005,0.07,0.00137,2430.0,2043.0,2.828,0.7621,1.076,12.7,667.69,5592.0,4.49,True,nexsci
Kepler-1068 b,0.0,0.0,0.005,0.32,0.0403,925.0,778.0,2.978,16.9234,4.0618,14.2,1473.61,5806.0,4.43,True,nexsci
Kepler-1069 b,0.0,0.0,0.011,0.14,0.01,791.0,665.0,3.084,23.899,15.955,11.5,695.97,5722.0,4.46,True,nexsci
Kepler-106 b,0.0,0.0,0.001,0.07,0.01668,1346.0,1132.0,3.89,6.1649,3.262,11.4,444.32,5858.0,4.41,True,nexsci
Kepler-106 c,0.0,0.001,0.007,0.22,0.033,1035.0,870.0,3.216,13.5708,3.1989,11.4,444.32,5858.0,4.41,True,nexsci
Kepler-106 d,0.0,0.0,0.001,0.09,0.02549,856.0,720.0,3.942,23.9802,5.351,11.4,444.32,5858.0,4.41,True,nexsci
Kepler-106 e,0.0,0.0,0.006,0.23,0.035,700.0,589.0,3.222,43.8445,6.4175,11.4,444.32,5858.0,4.41,True,nexsci
Kepler-1070 b,0.0,0.0,0.003,0.15,0.0115,1567.0,1318.0,3.08,6.2216,3.2606,12.7,939.0,6261.0,4.27,True,nexsci
Kepler-1071 b,0.0,0.001,0.005,0.21,0.0197,1085.0,913.0,3.036,6.18,2.1059,13.8,1042.27,5215.0,4.56,True,nexsci
Kepler-1072 b,0.002,0.001,0.005,0.14,0.00982,2490.0,2094.0,3.088,1.5691,2.7835,12.6,982.72,6199.0,4.27,True,nexsci
Kepler-1073 b,0.0,0.001,0.006,0.2,0.0186,1171.0,984.0,3.04,8.6789,3.5317,12.9,809.9,5792.0,4.44,True,nexsci
Kepler-1073 c,0.0,0.001,0.004,0.15,0.0105,1511.0,1271.0,3.087,4.0258,2.8059,12.9,809.9,5792.0,4.44,True,nexsci
Kepler-1074 b,0.0,0.0,0.006,0.11,0.0066,748.0,629.0,3.115,5.9457,2.1737,12.1,250.82,4002.0,4.7,True,nexsci
Kepler-1075 b,0.0,0.001,0.009,0.13,0.00819,1157.0,973.0,3.1,1.5237,1.4796,12.4,291.27,3959.0,4.72,True,nexsci
